,Word,Definition,Verb
2243,peto,"['to make for', 'go to', 'seek', 'strive after\n']",True
2244,peto,"['to ask for', 'beg', 'request', 'demand / to sue for\n']",True
2245,Pevela,"['Pevle', 'near Cisoing\n']",False
2246,pharetra,['a quiver\n'],False
2247,phasma phasmatis,"['ghost', 'spirit', 'specter\n']",False
2248,phitonicum,['Herimann p 275\n'],False
2249,pia pium,"['honest', 'godly', 'holy', 'pious', 'dutiful', 'patriotic\n']",False
2250,pica,"['jay', 'magpie\n']",False
2251,picea,['the spruce tree\n'],False
2252,pictor,['painter\n'],False
2253,pictoratus,"['painted / of cloth', 'embroidered\n']",False
2254,piger pigra pigrum,"['lazy', 'slow', 'dull\n']",False
2255,pignus,"['pawn', 'pledge', 'token', '(in pl) persons in pledges of \n']",False
2256,"piper, piperis",['pepper\n'],False
2257,pipio,"['to chirp', 'tweet', 'pipe\n']",True
2258,pirum,['pear\n'],False
2259,pirus,['pear tree\n'],False
2260,piscator,['fisherman\n'],False
2261,piscis piscis,['fish\n'],False
2262,pius: ,"['dutiful', 'godly', 'holy', 'upright', 'kind', 'honest', 'affectionate\n']",False
2263,placeo,"['(+ dat) to please', 'be agreeable to\n']",False
2264,placet,"['it is agreed', 'it is resolved', 'it seems good\n']",False
2265,placide,"['quitely', 'gently\n']",False
2266,placidus,"['quiet', 'still', 'gentle\n']",False
2267,placitum,"['judgment', 'case / plea', 'litigation / defense\n']",False
2268,placitum,"['accord', 'agreement', 'pact / assembly for judgment\n']",False
2269,placo,"['to placate', 'appease\n']",True
2270,plaga,"['district', 'zone', 'region\n']",False
2271,plagiarius,"['kid-napper', 'plagiarist\n']",False
2272,plane,"['plainly', 'clearly\n']",False
2273,plango planxi plactum,"['to strike', 'beat / bewail', 'mourn\n']",True
2274,platea,"['street', 'courtyard\n']",False
2275,plaustrum,"['wagon', 'cart', 'charles Wain\n']",False
2276,plebs plebis,"['the common people', 'the masses', 'the crowd\n']",False
2277,plecto,['to punish\n'],True
2278,plector,['to be punished\n'],True
2279,plene,"['(adv) completely', 'wholly', 'fully \n']",False
2280,plenus,"['full', 'complete', 'full', 'satisfied', 'rich', 'mature', 'plump\n']",False
2281,plerumque,"['for the  most part', 'generally', 'commonly', 'mostly\n']",False
2282,plerusque,"['very many', 'a great number', 'a large part', 'the greater part\n']",False
2283,plico,['to fold\n'],True
2284,plorabilis,['deplorable\n'],False
2285,plorator,['a lamenter\n'],False
2286,ploratus,"['weeping', 'lamenting\n']",False
2287,ploro,"['to lament', 'weep', 'weep over\n']",True
2288,pluit  pluvit,"['it is raining', 'a shower is falling\n']",False
2289,pluma,['feather / featherbed / pen\n'],False
2290,plumbeus,"['leaden', 'made of lead / dull', 'stupid', 'heavy', 'oppressive', 'bad\n']",False
2291,plumbum album,['tin\n'],False
2292,plumbum,"['lead', 'a bullet', 'lead pipe\n']",False
2293,pluo,"['to rain', 'shower', 'sprinkle\n']",True
2294,plura,"['more numerous', 'several', 'many\n']",False
2295,plures,"['more numerous', 'several', 'many\n']",False
2296,plurimi,"['at the highest price', 'of the highest worth\n']",False
2297,plurimus,"['most', 'very many\n']",False
2298,pluris,"['(gen) at a higher price', 'of a great value\n']",False
2299,plus,['more\n'],False
2300,plusculus,"['somewhat more', 'rather more\n']",False
2301,pluvia,"['rain', 'shower\n']",False
2302,pluvialis,"['pertaining to rain', 'of rain\n']",False
2303,pocius potius,"['rather', 'preferably\n']",False
2304,poema poematis,"['poem', 'verse', 'rhyme\n']",False
2305,"poenapain, punishment, penalty / poena dare",['to pay the penalty\n'],True
2306,poeta,['(masc) poet\n'],False
2307,polenta,"['pearl barley', 'barley groats\n']",False
2308,pollen (also pollis ): ,"['fine flour', 'fine meal\n']",False
2309,polleo,"['to be strong', 'powerful', 'able\n']",True
2310,pollex,"['thumb', 'big toe\n']",False
2311,polliceor,"['to promise', 'offer\n']",True
2312,pollicitus,"['promised', 'a promise \n']",False
2313,pomum,"['fruit', 'apple\n']",False
2314,pono posui positum,"['to lay', 'place', 'put', 'set / (milit) post', 'station\n']",True
2315,pons pontis,['bridge\n'],False
2316,poposcosee posco,"['Herimann', 'cap 28', '69\n']",False
2317,populus,"['people', 'the people', 'nation', 'crowd', 'multitude', 'host\n']",False
2318,porro,"['forward', 'further', 'next', 'in turn', '(of time) long ago\n']",False
2319,porta,"['gate', 'entrance\n']",False
2320,posco,"['to call upon', 'ask earnestly', 'request\n']",True
2321,positus,"['position', 'place', 'arrangment\n']",False
2322,possessio,"['possession', 'property\n']",False
2323,possum posse potum,"['to be able', 'avail', 'have influence\n']",True
2324,post,"['(+ acc) after', 'behind\n']",False
2325,postea,['afterwards\n'],False
2326,posteri,['posterity\n'],False
2327,"posterus, postremo","['subsequent', 'following', 'next', 'future\n']",False
2328,posthabeo,"[': to put after', 'consider of less account\n']",False
2329,postpono,"['to put after', 'consider secondary\n']",True
2330,postquam,['(conj) after\n'],False
2331,postulo,['to ask\n'],True
2332,potens,"['able', 'mighty', 'powerful', 'strong\n']",False
2333,potestas,"['power', 'ability', 'authority / opportunity\n']",False
2334,potior,"['(+ gen or dat) to possess', 'hold', 'get possession of\n']",False
2335,potissimum,"['(adv) chiefly', 'most of all\n']",False
2336,potissimus,"['best of all', 'chief', 'principal\n']",False
2337,potius,"['rather', 'preferably\n']",False
2338,prae dulcis / pre dulcis,['exceedingly sweet\n'],False
2339,prae se ferre / pre se ferre,"['to show', 'exhibit', 'on account of\n']",True
2340,prae quam / pre quam,['in comparison with\n'],False
2341,prae pre,"['(prep with abl) before', '\n']",False
2342,prae pre,"['(adv) before', 'in front\n']",False
2343,praebeo prebeo,"['to offer', 'hold out', 'supply', 'provide', 'allow\n']",True
2344,praebeo prebeo,"['(+ refl) to show oneself', 'present oneself\n']",False
2345,praecedo precedo,"['to precede', 'go before / surpass', 'excel\n']",True
2346,praecelsus precelsus,['exceedingly high\n'],False
2347,praecepio precepio,"['precept', 'preconception\n']",False
2348,praeceptum preceptum,['precept\n'],False
2349,praecido,"['to cut short', 'lop', 'mutilate\n']",True
2350,"praecipio, precipio","['to instruct', 'advise', 'warn', 'anticipate \n']",True
2351,praecipuus precipuus: ,"['excellent', 'distinguished', 'extraordinary\n']",False
2352,praeclarus preclarus,"['excellent', 'famous', 'beautiful', 'striking\n']",False
2353,praeconor preconor,"['to be a public crier', 'to herald', 'proclaim\n']",True
2354,praecox precox,"['ripe beforehand', 'premature\n']",False
2355,praeda preda,"['plunder', 'booty', 'spoils of war', 'loot', 'gain', 'prey\n']",False
2356,praedico predico,"['to warn', 'admonish', 'instruct', 'foretell\n']",True
2357,praeeo preeo,"['to go before', 'precede / to say in advance / to order\n']",True
2358,praefero prefero,"['to carry in front', 'display', 'prefer \n']",True
2359,praefero prefero,"['anticipate', 'carry by', 'ride by\n']",False
2360,praeficio preficio / prefeci prefectum,['to put in charge of\n'],True
2361,praefinio prefinio,['to appoint ahead of time\n'],True
2362,praefoco prefoco,"['to choke', 'suffocate\n']",True
2363,praegravo pregravo,"['to press heavily upon', 'weigh down', 'oppress\n']",True
2364,praemitto,"['to send forward', 'dispatch', 'send in advance\n']",True
2365,praemium premium,"['reward', 'prize\n']",False
2366,praemo premo,"['to press down', 'strike down \n']",True
2367,"praenuntio, prenuntio","['to foretell', 'announce before hand\n']",True
2368,praenuntius prenuncius,"['foretelling', 'harbinger', 'omen', 'token\n']",False
2369,praepono prepono,"['to set over', 'prefer\n']",True
2370,praepositus prepositus,['(monastic) prior \n'],False
2371,"praeproperus, preproperus: ","['over-hasty', 'precipitate\n']",False
2372,praesentia presentia,"['presence', 'presence of mind', 'effect', 'power\n']",False
2373,praesentia presencia,"['power', 'effect\n']",False
2374,praesidium presidium,"['guard', 'garrison', 'detachment / protection\n']",False
2375,praestans prestans,"['excellent', 'distinguished', 'imminent \n']",False
2376,praestantia prestantia: ,"['superiority', 'excellence\n']",False
2377,praesto,"['to stand before', 'be outstanding', 'excell', 'surpass', 'show\n']",True
2378,praesto presto,"['to answer for', 'be responsible for\n']",True
2379,praesto presto,"['to do', 'perform', 'display', 'fulfill', 'offer', 'present\n']",True
2380,praesul presul,"['dancer / presider', 'protector', 'director\n']",False
2381,praesum presum,"['to be at the head of', 'be in charge of\n']",True
2382,praesumo presumo,"['to anticipate', 'take for granted\n']",True
2383,praeter,"['adj', 'except; prep + acc', 'besides', 'beyond', 'more than\n']",False
2384,praeterea preterea,"['besides', 'further', 'hereafter\n']",False
2385,praetereo pretereo,"['to pass over', 'pass by', 'omit\n']",True
2386,praeteritus preteritus,['past\n'],False
2387,praetermissio pretermissio,"['neglect', 'passing over', 'omission\n']",False
2388,praetorgredior pretergredior,"['to pass beyond', 'go beyond\n']",True
2389,"praevenio, prevenio","['to come before', 'anticipate\n']",True
2390,praevenio,['get the start of\n'],False
2391,pravitas,"['crookedness', 'depravity', 'deformity', 'perversity\n']",False
2392,preastolatio prestolatio,"['the waiting for', 'expectation\n']",False
2393,precipio,"['to anticipate', 'instruct', 'advise', 'warn\n']",True
2394,precipue,"['chiefly', 'especially', 'particularly\n']",False
2395,precor,"['to pray', 'beg', 'entreat', 'invoke\n']",True
2396,prehendo,"['to seize', 'snatch', 'grasp', 'detain', 'arrest\n']",True
2397,premo pressi pressum,"['to squeeze', 'press down', 'strike down\n']",True
2398,prenda,"['booty', 'loot', 'stolen goods\n']",False
2399,pretereo,"['to go by', 'pass by', 'escape\n']",True
2400,pretium,"['price', 'value', 'reward\n']",False
2401,prevenire,"['to come to', 'go before hand', 'attend\n']",True
2402,prex precis,"['request', 'entreaty', 'prayer\n']",False
2403,primitus,"['first', 'for the first time\n']",False
2404,primo,"['first', 'at first', 'at the beginning', 'at the start\n']",False
2405,primoris,"['first', 'foremost / most distinguished', 'first\n']",False
2406,primumquam primum,['as soon as possible\n'],False
2407,primum,"['at first', 'for the first time', 'in the first place\n']",False
2408,princeps,"['chief', 'prince\n']",False
2409,principatus,"['rule', 'dominion', 'pre-eminence', 'first place\n']",False
2410,principium,['beginning\n'],False
2411,prior prius,"['former', 'prior\n']",False
2412,"priores, um","['forefathers', 'ancestors\n']",False
2413,priscus,"['ancient', 'antique', 'former', 'old days', 'venerable\n']",False
2414,pristinus,"['former', 'venerable', 'ancient\n']",False
2415,prius,"['before', 'formerly\n']",False
2416,priusquam,['(conj) before\n'],False
2417,privatus,"['private', 'unofficial', 'a private person\n']",False
2418,privigna,['step-daughter\n'],False
2419,privo,['to deprive\n'],True
2420,privus,['(with gen) deprived of\n'],False
2421,pro eo,"['because of the fact', 'because', 'for this reason\n']",False
2422,pro,"['(+ abl) in return for', 'instead of / for', 'as\n']",False
2423,pro,"['(+ abl) in front of', 'before / on behalf of', 'for\n']",False
2424,probitas,"['probity', 'uprightness', 'honesty\n']",False
2425,probo,"['to show', 'prove', 'demonstrate', 'approve', 'find good', 'judge\n']",True
2426,procedo,"['to go out', 'come out / result', 'prosper / turn out well\n']",True
2427,procedo,"['to go ahead', 'proceed', 'advance', 'continue\n']",True
2428,procella,"['storm', 'tempest', 'gale; (milit) charge', 'onset', 'wave\n']",False
2429,procella,"['storm', 'tempest', 'gale\n']",False
2430,procer,"['chief noble', 'prince\n']",False
2431,procinctu,['prepared or ready for battle\n'],False
2432,procul,"['far', 'at', 'to', 'from a distance\n']",False
2433,procurator,"['manager', 'bailiff', 'agent\n']",False
2434,prodigiosus,"['unnatural', 'wonderful', 'miraculous', 'amazing\n']",False
2435,proditor,"['traitor', 'betrayer\n']",False
2436,proelium,['battle\n'],False
2437,profecto,"['truly', 'really', 'indeed\n']",False
2438,profero,"['to carry out', 'bring forth\n']",True
2439,proficio,"['to make progress', 'advance\n']",True
2440,proficio,"['advance', 'assist', 'help', 'aid', 'be of use\n']",False
2441,proficiscor,"['to depart', 'set out', 'to start forward', 'to arise \n']",True
2442,proficuusproficiscor,"['to start forward', 'set out', 'depart', 'arise\n']",True
2443,profiteor: ,['to make a public statement / to declare oneself\n'],True
2444,profiteor: ,"['to acknowledge', 'confess / offer', 'promise\n']",True
2445,profor profari profatus,['to speak out\n'],True
2446,profugus,"['fleeing', 'fugitive', 'banished', 'migratory\n']",False
2447,profundo frofui profusum,"['to pour forth', 'gush', 'stream\n']",True
2448,profundum,"['a depth', 'abyss', 'chasm / the sea\n']",False
2449,profundus,"['deep', 'profound', 'high', 'thick', 'dense', 'boundless\n']",False
2450,progener,['husband of a grand-daughter\n'],False
2451,progenero,"['to produce', 'engender\n']",True
2452,progenies,"['descent', 'lineage', 'progeny', 'offspring', 'descendants\n']",False
2453,progenitor,"['founder of a family', 'ancestor\n']",False
2454,progigno progenui progenitum,"['to engender', 'bring forth\n']",True
2455,prognatus,"['born', 'sprung from / son\n']",False
2456,progredior,"['to go forth', 'advance', 'proceed', 'go out\n']",True
2457,progressio,"['advance', 'progress', 'increase\n']",False
2458,progressus,"['advance', 'going forward', 'increase', 'a royal circuit\n']",False
2459,prohibeo,"['to prevent', 'hinder', 'restrain', 'prohibit', 'forbid\n']",True
2460,prohibitio,"['prohibition', 'restrain', 'forbidding\n']",False
2461,proicio,"['to throw forth', 'fling', 'abandon\n']",True
2462,proinde ut:  proinde quam: ,['just as\n'],False
2463,proinde quasi  proinde ac si,['just as if\n'],False
2464,proinde,"['onsequently', 'therefore', 'as a result\n']",False
2465,prolabor,"['to slide forward', 'slip forward', 'fall forward', 'fall down\n']",True
2466,prolapsio,['a slipping or sliding\n'],False
2467,prolatio,"['a bringing forward', 'mentioning / extension / deferring\n']",False
2468,prolato,"['to enlarge', 'lengthen', 'extend / put off', 'defer\n']",True
2469,prolecto,"['to entice', 'allure\n']",True
2470,"prolesoffspring, descendants, posterity, (plants",['fruit)\n'],False
2471,proletarius,['a citizen of the lowest rank\n'],False
2472,prolicio prolixi,"['to lure forth', 'entice\n']",True
2473,prolix,"['long', 'stretching\n']",False
2474,prolixus,"['wide', 'broad', 'long / willing', 'obliging', 'favorable\n']",False
2475,proloquor,"['to speak out', 'declare openly\n']",True
2476,proluo prolu prolutum,"['to wash away', 'wash clean\n']",True
2477,prolusio,"['preliminary exercise', 'prelude\n']",False
2478,proluvier,['inundation / scouring / discharge\n'],False
2479,promereo promereor,"['to deserve', 'merit\n']",True
2480,"promeritumdesserts, merit, credit.promissio",['a promise\n'],False
2481,prominens,"['jutting out', 'standing out / a projection\n']",False
2482,promineo,"['to stand out', 'jut', 'extend\n']",True
2483,promisce  promiscue,['indiscriminately\n'],False
2484,promiscus promiscuus,"['mixed', 'indiscriminate / commonplace', 'usual\n']",False
2485,promissio,['a promise\n'],False
2486,promissor,"['a promiser', 'suretor', 'guarantor\n']",False
2487,promitto,"['to let go', 'send forth', 'undertake', 'promise\n']",True
2488,promitto,"['to let go forward', 'send forth', 'promise', 'undertake\n']",True
2489,promo prompsi promptum,"['to produce', 'disclose', 'bring forth\n']",True
2490,promontorium,"['peak', 'mountain crest', 'ridge', 'promontory\n']",False
2491,promoveo promovi promotum,"['push forward', 'move ahead', 'advance\n']",False
2492,prompte,"['promptly', 'resolutely', 'readily\n']",False
2493,promptuin promptu habere,"['to have read', 'display', 'have on show\n']",True
2494,promptuin promptu ponere,"['to make clear', 'reveal', 'disclose\n']",True
2495,promptuin promptu esse,"['to be ready', 'to be easy', 'to be clear\n']",True
2496,promptus,"['(persons) prepared', 'resolute', 'prompt\n']",False
2497,promptus,"['ready at hand', 'visible', 'apparent\n']",False
2498,promulgatio,"['publication', 'promulgation (of a law)\n']",False
2499,promus,"['steward', 'butler\n']",False
2500,promutuus,"['(cash) advanced', 'prepaid', 'arraigned beforehand\n']",False
2501,pronepos proneptos,['great-grandson\n'],False
2502,pronuntio,"['to proclaim', 'announce', 'declaim\n']",True
2503,prope,"['near', 'nearly', 'not far from', 'just now', 'closely\n']",False
